date,open,high,low,close,volume
1974-03-21,0.2881,0.2904,0.2881,0.2881,1446
1974-03-22,0.2881,0.2881,0.2853,0.2881,2916
1974-03-25,0.2881,0.2881,0.2853,0.2881,1568
1974-03-26,0.2881,0.2881,0.2853,0.2881,6836
1974-03-27,0.2881,0.2881,0.2853,0.2853,2916
1974-03-28,0.2774,0.2774,0.2694,0.2717,3896
1974-03-29,0.2717,0.2717,0.2638,0.2717,2450
1974-04-01,0.2717,0.2717,0.2694,0.2694,1960
1974-04-02,0.2695,0.2695,0.2638,0.2638,2304
1974-04-03,0.2638,0.2638,0.2587,0.2615,2965
1974-04-04,0.2615,0.2638,0.2615,0.2638,3161
1974-04-05,0.2638,0.2638,0.2615,0.2638,3161
1974-04-08,0.2638,0.2638,0.2615,0.2615,1936
1974-04-09,0.2615,0.2638,0.2587,0.2638,2696
1974-04-10,0.2638,0.2638,0.2615,0.2638,1961
1974-04-11,0.2638,0.2638,0.2615,0.2638,1667
1974-04-15,0.2694,0.2694,0.2694,0.2694,1323
1974-04-16,0.2695,0.2774,0.2695,0.2774,1691
1974-04-17,0.2774,0.2774,0.2717,0.2774,3210
1974-04-18,0.2802,0.2853,0.2802,0.2853,2671
